provnum,facilityid,provname,acquisitiondate,region,market,cluster,acquired_year,acquired_month,acquired_day,state,county_name,city,date,year,month,occupancy,age
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2017-07-01,2017,7,0.7091014,2
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2017-08-01,2017,8,0.7116935,3
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2017-09-01,2017,9,0.7110119,4
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2017-10-01,2017,10,0.7044931,5
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2017-11-01,2017,11,0.73571426,6
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2017-12-01,2017,12,0.7586405,7
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-01-01,2018,1,0.7894585,8
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-02-01,2018,2,0.77965564,9
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-03-01,2018,3,0.7753456,10
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-04-01,2018,4,0.76785713,11
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-05-01,2018,5,0.7433756,12
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-06-01,2018,6,0.7526786,13
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-07-01,2018,7,0.7407834,14
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-08-01,2018,8,0.7482719,15
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-09-01,2018,9,0.7196429,16
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-10-01,2018,10,0.7511521,17
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-11-01,2018,11,0.72291666,18
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2018-12-01,2018,12,0.7122696,19
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2019-01-01,2019,1,0.75403225,20
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2019-02-01,2019,2,0.77008927,21
135076,267.0,Meadow View Nursing and Rehab,2017-05-01,Summit,Pennant Idaho Nevada,Lady Luck Cluster,2017.0,5.0,1.0,ID,Canyon,NAMPA,2019-03-01,2019,3,0.75547236,22
