provnum,facilityid,provname,acquisitiondate,region,market,cluster,acquired_year,acquired_month,acquired_day,state,county_name,city,date,year,month,occupancy,age
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2018-11-01,2018,11,0.85125,0
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2018-12-01,2018,12,0.7967742,1
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-01-01,2019,1,0.7580645,2
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-02-01,2019,2,0.796875,3
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-03-01,2019,3,0.9076613,4
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-04-01,2019,4,0.9091667,5
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-05-01,2019,5,0.9024193,6
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-06-01,2019,6,0.93541664,7
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-07-01,2019,7,0.91774195,8
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-08-01,2019,8,0.875,9
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-09-01,2019,9,0.8620833,10
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-10-01,2019,10,0.78306454,11
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-11-01,2019,11,0.8045833,12
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2019-12-01,2019,12,0.7479839,13
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2020-04-01,2020,4,0.82416666,17
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2020-05-01,2020,5,0.82580644,18
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2020-06-01,2020,6,0.81458336,19
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2020-07-01,2020,7,0.85806453,20
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2020-08-01,2020,8,0.8653226,21
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2020-09-01,2020,9,0.9220833,22
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2020-10-01,2020,10,0.84032255,23
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2020-11-01,2020,11,0.7133333,24
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2020-12-01,2020,12,0.66612905,25
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2021-01-01,2021,1,0.7282258,26
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2021-02-01,2021,2,0.74553573,27
175332,301.0,Rock Creek of Ottawa Total,2018-11-01,MidWest,Emerald Healthcare Market,Royals Cluster,2018.0,11.0,1.0,KS,Franklin,OTTAWA,2021-03-01,2021,3,0.76169354,28
